Gene family,Product name,Class,Subclass
blaCMY,class C beta-lactamase CMY-60,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-61,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-62,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-63,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-64,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-65,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-66,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-67,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-68,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-69,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-6,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-70,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-71,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-72,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-73,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-74,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-75,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-76,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-77,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-78,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-79,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-7,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-80,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-81,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-82,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-83,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-84,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-85,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-86,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-87,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-89,BETA-LACTAM,CEPHALOSPORIN
blaMOX,CMY-1/MOX family extended-spectrum class C beta-lactamase CMY-8,BETA-LACTAM,CEPHALOSPORIN
blaMOX,CMY-1/MOX family class C beta-lactamase CMY-8b,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-90,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-93,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-94,BETA-LACTAM,CEPHALOSPORIN
blaCMY,extended-spectrum class C beta-lactamase CMY-95,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-96,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-97,BETA-LACTAM,CEPHALOSPORIN
blaCMY,class C beta-lactamase CMY-99,BETA-LACTAM,CEPHALOSPORIN
blaMOX,CMY-1/MOX family extended-spectrum class C beta-lactamase CMY-9,BETA-LACTAM,CEPHALOSPORIN
blaCPS,subclass B3 metallo-beta-lactamase CPS-1,BETA-LACTAM,CARBAPENEM
blaCRD3,subclass B3 metallo-beta-lactamase CRD3-1,BETA-LACTAM,CARBAPENEM
blaCRH,carbapenem-hydrolyzing class A beta-lactamase CRH-1,BETA-LACTAM,CARBAPENEM
blaCRH,carbapenem-hydrolyzing class A beta-lactamase CRH-2,BETA-LACTAM,CARBAPENEM
blaCRH,carbapenem-hydrolyzing class A beta-lactamase CRH-3,BETA-LACTAM,CARBAPENEM
blaCRH,carbapenem-hydrolyzing class A beta-lactamase CRH-4,BETA-LACTAM,CARBAPENEM
blaCRP,carbapenem-hydrolyzing class A beta-lactamase CRP-1,BETA-LACTAM,CARBAPENEM
blaCSA,class C beta-lactamase CSA-1,BETA-LACTAM,CEPHALOTHIN
blaCSA,class C beta-lactamase CSA-2,BETA-LACTAM,CEPHALOTHIN
blaCSP,extended-spectrum class A beta-lactamase CSP-1,BETA-LACTAM,CEPHALOSPORIN
blaCSR,subclass B3 metallo-beta-lactamase-like protein CSR-1,BETA-LACTAM,BETA-LACTAM
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-100,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-101,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-102,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-103,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-104,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-105,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-10,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-110,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-111,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-112,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-113,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-114,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-115,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-116,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-117,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-121,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-122,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-123,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-124,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-125,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-126,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-127,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-129,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-12,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-130,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-131,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-132,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-134,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-136,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-137,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-138,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-139,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-13,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-140,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-141,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-142,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-143,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-144,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-146,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-147,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-148,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-14,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-150,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,CTX-M-like extended-spectrum class A beta-lactamase CTX-M-151,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-152,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-153,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-154,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-155,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-156,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-157,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-158,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-159,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-15,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-160,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-161,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-162,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-163,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-164,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-165,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-166,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-167,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-168,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-169,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-16,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-170,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-171,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-172,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-173,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-174,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-175,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-176,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-177,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,inhibitor-resistant class A beta-lactamase CTX-M-178,BETA-LACTAM,BETA-LACTAM
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-179,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-17,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-180,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-181,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-182,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-183,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-184,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-185,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-186,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-187,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-188,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-189,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,inhibitor-resistant extended-spectrum class A beta-lactamase CTX-M-190,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-191,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-192,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-193,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-194,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-195,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-196,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-197,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-198,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,inhibitor-resistant extended-spectrum class A beta-lactamase CTX-M-199,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-19,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-1,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-200,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-201,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-202,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-203,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-204,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-205,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-206,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-207,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-208,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-209,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-20,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-210,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-211,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-212,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-213,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-214,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-215,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-216,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-217,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-218,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,inhibitor-resistant extended-spectrum class A beta-lactamase CTX-M-219,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-21,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-220,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-221,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-222,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-223,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-224,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-225,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-226,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-227,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-228,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-229,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-22,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-230,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-231,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-232,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-233,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-234,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-235,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-236,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-237,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-238,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-239,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-23,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-240,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-241,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-242,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-243,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-244,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-245,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-246,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-247,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-248,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-249,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-24,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-251,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-252,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-253,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-254,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,inhibitor-resistant class A beta-lactamase CTX-M-255,BETA-LACTAM,BETA-LACTAM
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-256,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-257,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-258,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-259,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-25,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-260,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-261,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-262,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-263,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-264,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-265,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-266,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-267,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-268,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-269,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-26,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-270,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-271,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-272,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-273,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-274,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-275,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-276,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-277,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-278,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-279,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-27,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-280,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-281,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,inhibitor-resistant extended-spectrum class A beta-lactamase CTX-M-282,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-283,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-28,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-29,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-2,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-30,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-31,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-32,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-33,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-34,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-35,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-36,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-37,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-38,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-39,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-3,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-40,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-41,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-42,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-43,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-44,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-46,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-47,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-48,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-49,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-4,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-50,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-51,BETA-LACTAM,CEPHALOSPORIN
