Gene family,Product name,Class,Subclass
vanX-B,D-Ala-D-Ala dipeptidase VanX-B,GLYCOPEPTIDE,VANCOMYCIN
vanX-B,D-Ala-D-Ala dipeptidase VanX-B,GLYCOPEPTIDE,VANCOMYCIN
vanX-B,D-Ala-D-Ala dipeptidase VanX-B,GLYCOPEPTIDE,VANCOMYCIN
vanX-B,D-Ala-D-Ala dipeptidase VanX-B,GLYCOPEPTIDE,VANCOMYCIN
vanX-B,D-Ala-D-Ala dipeptidase VanX-B,GLYCOPEPTIDE,VANCOMYCIN
vanX-B,D-Ala-D-Ala dipeptidase VanX-B,GLYCOPEPTIDE,VANCOMYCIN
vanX-D,D-Ala-D-Ala dipeptidase VanX-D,GLYCOPEPTIDE,VANCOMYCIN
vanX-D,D-Ala-D-Ala dipeptidase VanX-D,GLYCOPEPTIDE,VANCOMYCIN
vanX-D,D-Ala-D-Ala dipeptidase VanX-D,GLYCOPEPTIDE,VANCOMYCIN
vanX-D,D-Ala-D-Ala dipeptidase VanX-D,GLYCOPEPTIDE,VANCOMYCIN
vanX-D,D-Ala-D-Ala dipeptidase VanX-D,GLYCOPEPTIDE,VANCOMYCIN
vanX-D,D-Ala-D-Ala dipeptidase VanX-D,GLYCOPEPTIDE,VANCOMYCIN
vanX-D,D-Ala-D-Ala dipeptidase VanX-D,GLYCOPEPTIDE,VANCOMYCIN
vanX-F,D-Ala-D-Ala dipeptidase VanX-F,GLYCOPEPTIDE,VANCOMYCIN
vanX-I,D-Ala-D-Ala dipeptidase VanX-I,GLYCOPEPTIDE,VANCOMYCIN
vanX-M,D-Ala-D-Ala dipeptidase VanX-M,GLYCOPEPTIDE,VANCOMYCIN
vanX-O,D-Ala-D-Ala dipeptidase VanX-O,GLYCOPEPTIDE,VANCOMYCIN
vanX-P,D-Ala-D-Ala dipeptidase VanX-P,GLYCOPEPTIDE,VANCOMYCIN
vanX-Pt,D-Ala-D-Ala dipeptidase VanX-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanX-Pt,D-Ala-D-Ala dipeptidase VanX-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanX-Pt,D-Ala-D-Ala dipeptidase VanX-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanX-Sc,D-Ala-D-Ala dipeptidase VanX-Sc,GLYCOPEPTIDE,VANCOMYCIN
vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,GLYCOPEPTIDE,VANCOMYCIN
vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,GLYCOPEPTIDE,VANCOMYCIN
vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,GLYCOPEPTIDE,VANCOMYCIN
vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,GLYCOPEPTIDE,VANCOMYCIN
vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,GLYCOPEPTIDE,VANCOMYCIN
vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,GLYCOPEPTIDE,VANCOMYCIN
vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,GLYCOPEPTIDE,VANCOMYCIN
vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,GLYCOPEPTIDE,VANCOMYCIN
vanXY-C,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-C,GLYCOPEPTIDE,VANCOMYCIN
vanXY-E,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-E,GLYCOPEPTIDE,VANCOMYCIN
vanXY-L,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-L,GLYCOPEPTIDE,VANCOMYCIN
vanXY-N,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-N,GLYCOPEPTIDE,VANCOMYCIN
vanXY,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G,GLYCOPEPTIDE,VANCOMYCIN
vanXY,D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G2,GLYCOPEPTIDE,VANCOMYCIN
vanY-A,D-Ala-D-Ala carboxypeptidase VanY-A,GLYCOPEPTIDE,VANCOMYCIN
vanY-A,D-Ala-D-Ala carboxypeptidase VanY-A,GLYCOPEPTIDE,VANCOMYCIN
vanY-B,D-Ala-D-Ala carboxypeptidase VanY-B,GLYCOPEPTIDE,VANCOMYCIN
vanY-B,D-Ala-D-Ala carboxypeptidase VanY-B,GLYCOPEPTIDE,VANCOMYCIN
vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,GLYCOPEPTIDE,VANCOMYCIN
vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,GLYCOPEPTIDE,VANCOMYCIN
vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,GLYCOPEPTIDE,VANCOMYCIN
vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,GLYCOPEPTIDE,VANCOMYCIN
vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,GLYCOPEPTIDE,VANCOMYCIN
vanY-D,transpeptidase-like D-Ala-D-Ala carboxypeptidase VanY-D,GLYCOPEPTIDE,VANCOMYCIN
vanY-F,D-Ala-D-Ala carboxypeptidase VanY-F,GLYCOPEPTIDE,VANCOMYCIN
vanY-G1,D-Ala-D-Ala carboxypeptidase VanY-G1,GLYCOPEPTIDE,VANCOMYCIN
vanY-G,D-Ala-D-Ala carboxypeptidase VanY-G,GLYCOPEPTIDE,VANCOMYCIN
vanY-M,D-Ala-D-Ala carboxypeptidase VanY-M,GLYCOPEPTIDE,VANCOMYCIN
vanY-N,"D,D-peptidase/D,D-carboxypeptidase VanY-N",GLYCOPEPTIDE,VANCOMYCIN
vanY-Pt,D-Ala-D-Ala carboxypeptidase VanY-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanY-Pt,D-Ala-D-Ala carboxypeptidase VanY-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanY-Pt,D-Ala-D-Ala carboxypeptidase VanY-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanZ-A,glycopeptide resistance protein VanZ-A,GLYCOPEPTIDE,VANCOMYCIN
vanZ-A,glycopeptide resistance protein VanZ-A,GLYCOPEPTIDE,VANCOMYCIN
vanZ-F,glycopeptide resistance protein VanZ-F,GLYCOPEPTIDE,VANCOMYCIN
vanZ-Pt,glycopeptide resistance protein VanZ-Pt,GLYCOPEPTIDE,VANCOMYCIN
vanZ1,glycopeptide resistance protein VanZ1,GLYCOPEPTIDE,VANCOMYCIN
varG,VarG family subclass B1-like metallo-beta-lactamase,BETA-LACTAM,CARBAPENEM
vat(A),streptogramin A O-acetyltransferase Vat(A),STREPTOGRAMIN,STREPTOGRAMIN
vat(B),streptogramin A O-acetyltransferase Vat(B),STREPTOGRAMIN,STREPTOGRAMIN
vat(C),streptogramin A O-acetyltransferase Vat(C),STREPTOGRAMIN,STREPTOGRAMIN
vat(D),streptogramin A O-acetyltransferase Vat(D),STREPTOGRAMIN,STREPTOGRAMIN
vat(E),streptogramin A O-acetyltransferase Vat(E),STREPTOGRAMIN,STREPTOGRAMIN
vat(E),streptogramin A O-acetyltransferase Vat(E),STREPTOGRAMIN,STREPTOGRAMIN
vat(E),streptogramin A O-acetyltransferase Vat(E),STREPTOGRAMIN,STREPTOGRAMIN
vat(E),streptogramin A O-acetyltransferase Vat(E),STREPTOGRAMIN,STREPTOGRAMIN
vat(E),streptogramin A O-acetyltransferase Vat(E),STREPTOGRAMIN,STREPTOGRAMIN
vat(E),streptogramin A O-acetyltransferase Vat(E),STREPTOGRAMIN,STREPTOGRAMIN
vat(E),streptogramin A O-acetyltransferase Vat(E),STREPTOGRAMIN,STREPTOGRAMIN
vat(E),streptogramin A O-acetyltransferase Vat(E),STREPTOGRAMIN,STREPTOGRAMIN
vat(F),streptogramin A O-acetyltransferase Vat(F),STREPTOGRAMIN,STREPTOGRAMIN
vat(H),streptogramin A O-acetyltransferase Vat(H),STREPTOGRAMIN,STREPTOGRAMIN
vat(I),streptogramin A O-acetyltransferase Vat(I),STREPTOGRAMIN,STREPTOGRAMIN
vga(A),ABC-F type ribosomal protection protein Vga(A),LINCOSAMIDE,LINCOSAMIDE
vga(A),ABC-F type ribosomal protection protein Vga(A),LINCOSAMIDE,LINCOSAMIDE
vga(A),ABC-F type ribosomal protection protein Vga(A),LINCOSAMIDE,LINCOSAMIDE
vga(A),ABC-F type ribosomal protection protein Vga(A),LINCOSAMIDE,LINCOSAMIDE
vga(A),ABC-F type ribosomal protection protein Vga(A),LINCOSAMIDE,LINCOSAMIDE
vga(A),ABC-F type ribosomal protection protein Vga(A),LINCOSAMIDE,LINCOSAMIDE
vga(B),ABC-F type ribosomal protection protein Vga(B),LINCOSAMIDE,LINCOSAMIDE
vga(C),ABC-F type ribosomal protection protein Vga(C),LINCOSAMIDE,LINCOSAMIDE
vga(D),ABC-F type ribosomal protection protein Vga(D),LINCOSAMIDE,LINCOSAMIDE
vga(E),ABC-F type ribosomal protection protein Vga(E),LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN,CLINDAMYCIN/LINCOMYCIN/RETAPAMULIN/VIRGINIAMYCIN
vga(E),ABC-F type ribosomal protection protein Vga(E),LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN,CLINDAMYCIN/LINCOMYCIN/RETAPAMULIN/VIRGINIAMYCIN
vga(F),ABC-F type ribosomal protection protein Vga(F),LINCOSAMIDE,LINCOSAMIDE
vga(F),ABC-F type ribosomal protection protein Vga(F),LINCOSAMIDE,LINCOSAMIDE
vga(G),ABC-F type ribosomal protection protein Vga(G),LINCOSAMIDE,LINCOSAMIDE
vgb(A),streptogramin B lyase Vgb(A),STREPTOGRAMIN,STREPTOGRAMIN
vgb(A),streptogramin B lyase Vgb(A),STREPTOGRAMIN,STREPTOGRAMIN
vgb(B),streptogramin B lyase Vgb(B),STREPTOGRAMIN,STREPTOGRAMIN
vgbC,streptogramin B lyase Vgb(C),STREPTOGRAMIN,STREPTOGRAMIN
vip,cell invasion LPXTG protein Vip,,
virF,AraC family invasion system transcriptional regulator VirF,,
virF,virulence regulon transcriptional activator VirF,,
vmlR,ABC-F type ribosomal protection protein VmlR,LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN,LINCOMYCIN/TIAMULIN/VIRGINIAMYCIN M
vph,viomycin phosphotransferase,TUBERACTINOMYCIN,VIOMYCIN
yadA,trimeric autotransporter adhesin YadA,,
yadA,trimeric autotransporter adhesin YadA,,
ybtP,yersiniabactin ABC transporter ATP-binding/permease protein YbtP,,
ybtQ,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,,
yfdX1,heat resistance protein YfdX1,,
yfdX2,heat resistance protein YfdX2,,
yfeA,iron/manganese ABC transporter substrate-binding protein YfeA,,
yfeB,iron/manganese ABC transporter ATP-binding protein YfeB,,
yfeD,iron/manganese ABC transporter permease subunit YfeD,,
ymoA,expression modulating protein YmoA,,
yopB,type III secretion system translocon subunit YopB,,
yopD,type III secretion system translocon subunit YopD,,
yopE,type III secretion system effector GTPase activator YopE,,
yopH,T3SS effector protein-tyrosine-phosphatase YopH,,
yopJ,YopJ/YopP family T3SS effector serine/threonine acetyltransferase,,
yopJ,YopJ/YopP family T3SS effector serine/threonine acetyltransferase,,
yopM,type III secretion system effector YopM,,
yopO,type III secretion system effector protein kinase YopO/YpkA,,
yopT,T3SS effector cysteine protease YopT,,
ystA,ST-I family heat-stable enterotoxin YstA,,
ystB,ST-I family heat-stable enterotoxin YstB,,
ystC,ST-I family heat-stable enterotoxin YstC,,
zbmA,zorbamycin binding protein ZbmA,BLEOMYCIN,ZORBAMYCIN
aac(3)-VIII,aminoglycoside N-acetyltransferase AAC(3)-VIIIa,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-29,aminoglycoside N-acetyltransferase AAC(6')-29a,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-29,aminoglycoside N-acetyltransferase AAC(6')-29b,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside N-acetyltransferase AAC(6')-32,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase AAC(6')-33,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase AAC(6')-I30,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-II,aminoglycoside N-acetyltransferase AAC(6')-IIb,AMINOGLYCOSIDE,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(6'),aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaa,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase AAC(6')-Iae,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaf,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase AAC(6')-Iai,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaj,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),aminoglycoside N-acetyltransferase AAC(6')-Ial,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-Ib-cr,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr10,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN
aac(6')-Ib-cr,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr11,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN
aac(6')-Ib-cr,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr3,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN
aac(6')-Ib-cr,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr4,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN
aac(6')-Ib-cr,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN
aac(6')-Ib-cr,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr6,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN
aac(6')-Ib-cr,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr7,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN
aac(6')-Ib-cr,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr8,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN
aac(6')-Ib-cr,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr9,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN
aac(6')-Ib,aminoglycoside N-acetyltransferase AAC(6')-Ib3,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Ib,aminoglycoside N-acetyltransferase AAC(6')-Ib4,AMINOGLYCOSIDE,GENTAMICIN
aac(6'),aminoglycoside N-acetyltransferase AAC(6')-Ic,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Ig,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Ih,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Ii,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Iid,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Iih,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Ij,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Ik,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Ir,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Is,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6'),aminoglycoside N-acetyltransferase AAC(6')-Isa,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-It,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Iu,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Iv,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Iw,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6')-I,aminoglycoside N-acetyltransferase AAC(6')-Ix,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
aac(6'),aminoglycoside 6'-N-acetyltransferase AAC(6')-Iy,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6')-II,AAC(6')-II family aminoglycoside 6'-N-acetyltransferase AacA35,AMINOGLYCOSIDE,GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(6'),aminoglycoside 6'-N-acetyltransferase AacA47,AMINOGLYCOSIDE,AMINOGLYCOSIDE
aac(6'),AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA56,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN
ant(3'')-Ia,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA14,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN
ant(3'')-Ia,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA17,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN
acrB,multidrug efflux RND transporter permease subunit AcrB,BETA-LACTAM,CEFTIBUTEN-AVIBACTAM
acrB,multidrug efflux RND transporter permease subunit AcrB,QUINOLONE,QUINOLONE
acrB,multidrug efflux RND transporter permease subunit AcrB,BETA-LACTAM,CEPHALOSPORIN
acrB,multidrug efflux RND transporter permease subunit AcrB,BETA-LACTAM,CEPHALOSPORIN
acrB,multidrug efflux RND transporter permease subunit AcrB,TETRACYCLINE,TIGECYCLINE
acrB,multidrug efflux RND transporter permease subunit AcrB,MACROLIDE,AZITHROMYCIN/CLARITHROMYCIN/ERYTHROMYCIN
acrB,multidrug efflux RND transporter permease subunit AcrB,MACROLIDE,AZITHROMYCIN
acrB,multidrug efflux RND transporter permease subunit AcrB,MACROLIDE,AZITHROMYCIN/CLARITHROMYCIN/ERYTHROMYCIN
acrB,multidrug efflux RND transporter permease subunit AcrB,MACROLIDE,AZITHROMYCIN
acrR,transcriptional regulator AcrR,TETRACYCLINE,TIGECYCLINE
acrR,transcriptional regulator AcrR,MULTIDRUG,AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE
acrR,transcriptional regulator AcrR,TETRACYCLINE,TIGECYCLINE
acrR,transcriptional regulator AcrR,TETRACYCLINE,TIGECYCLINE
adeL,multidrug efflux transcriptional repressor AdeL,TETRACYCLINE,TIGECYCLINE
adeR,efflux system response regulator transcription factor AdeR,EFFLUX,EFFLUX
adeR,efflux system response regulator transcription factor AdeR,EFFLUX,EFFLUX
adeR,efflux system response regulator transcription factor AdeR,EFFLUX,EFFLUX
adeR,efflux system response regulator transcription factor AdeR,EFFLUX,EFFLUX
adeR,efflux system response regulator transcription factor AdeR,EFFLUX,EFFLUX
adeR,efflux system response regulator transcription factor AdeR,EFFLUX,EFFLUX
adeS,two-component sensor histidine kinase AdeS,TETRACYCLINE,TIGECYCLINE
adeS,two-component sensor histidine kinase AdeS,EFFLUX,EFFLUX
adeS,two-component sensor histidine kinase AdeS,EFFLUX,EFFLUX
adeS,two-component sensor histidine kinase AdeS,EFFLUX,EFFLUX
adeS,two-component sensor histidine kinase AdeS,EFFLUX,EFFLUX
adeS,two-component sensor histidine kinase AdeS,EFFLUX,EFFLUX
adeS,two-component sensor histidine kinase AdeS,EFFLUX,EFFLUX
adeS,two-component sensor histidine kinase AdeS,EFFLUX,EFFLUX
amgS,two-component system sensor histidine kinase AmgS,BETA-LACTAM,CARBAPENEM
amgS,two-component system sensor histidine kinase AmgS,AMINOGLYCOSIDE,AMIKACIN/TOBRAMYCIN
amgS,two-component system sensor histidine kinase AmgS,AMINOGLYCOSIDE,AMIKACIN/TOBRAMYCIN
ampC,FOX/MOX family cephalosporin-hydrolyzing class C beta-lactamase,BETA-LACTAM,CEPHALOSPORIN
ampC,ampC/blaEC promoter region,BETA-LACTAM,CEPHALOSPORIN
ampC,ampC/blaEC promoter region,BETA-LACTAM,CEPHALOSPORIN
ampC,ampC/blaEC promoter region,BETA-LACTAM,CEPHALOSPORIN
ampC,ampC/blaEC promoter region,BETA-LACTAM,CEPHALOSPORIN
ampC,ampC/blaEC promoter region,BETA-LACTAM,CEPHALOSPORIN
ampC,cephalosporin-hydrolyzing class C beta-lactamase,BETA-LACTAM,CEPHALOSPORIN
ampC,ampC/blaEC promoter region,BETA-LACTAM,CEPHALOSPORIN
ampC,ampC/blaEC promoter region,BETA-LACTAM,CEPHALOSPORIN
ampC,ampC/blaEC promoter region,BETA-LACTAM,CEPHALOSPORIN
ampC,ampC/blaEC promoter region,BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,beta-lactamase expression regulator AmpD,BETA-LACTAM,CARBAPENEM
ampD,beta-lactamase expression regulator AmpD,BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,beta-lactamase expression regulator AmpD,BETA-LACTAM,CEPHALOSPORIN/TAZOBACTAM
ampD,beta-lactamase expression regulator AmpD,BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,beta-lactamase expression regulator AmpD,BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,AZTREONAM-AVIBACTAM
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,beta-lactamase expression regulator AmpD,BETA-LACTAM,CEPHALOSPORIN
ampD,beta-lactamase expression regulator AmpD,BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,beta-lactamase expression regulator AmpD,BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampD,beta-lactamase expression regulator AmpD,BETA-LACTAM,CEPHALOSPORIN
ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",BETA-LACTAM,CEPHALOSPORIN
ampR,transcriptional regulator AmpR,BETA-LACTAM,CEPHALOSPORIN
ampR,transcriptional regulator AmpR,BETA-LACTAM,CEPHALOSPORIN
ampR,transcriptional regulator AmpR,BETA-LACTAM,CEPHALOSPORIN
ampR,transcriptional regulator AmpR,BETA-LACTAM,CEPHALOSPORIN
amrR,TetR family transcriptional regulator AmrR,BETA-LACTAM,CARBAPENEM
amrR,TetR family transcriptional regulator AmrR,BETA-LACTAM,CARBAPENEM
amrR,TetR family transcriptional regulator AmrR,BETA-LACTAM,CARBAPENEM
amrR,TetR family transcriptional regulator AmrR,BETA-LACTAM,CARBAPENEM
amrR,TetR family transcriptional regulator AmrR,BETA-LACTAM,CARBAPENEM
amrR,TetR family transcriptional regulator AmrR,BETA-LACTAM,CARBAPENEM
amrR,TetR family transcriptional regulator AmrR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
amrR,TetR family transcriptional regulator AmrR,BETA-LACTAM,CARBAPENEM
amrR,TetR family transcriptional regulator AmrR,BETA-LACTAM/PHENICOL/QUINOLONE,CHLORAMPHENICOL/MEROPENEM/QUINOLONE
amrR,TetR family transcriptional regulator AmrR,BETA-LACTAM,CARBAPENEM
arnC,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase ArnC,COLISTIN,COLISTIN
aroB,3-dehydroquinate synthase AroB,BETA-LACTAM,AVIBACTAM/AZTREONAM/CARBAPENEM/VABORBACTAM
aroB,3-dehydroquinate synthase AroB,BETA-LACTAM,AZTREONAM/CARBAPENEM/VABORBACTAM
arr,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,RIFAMYCIN,RIFAMYCIN
arr,NAD(+)--rifampin ADP-ribosyltransferase Arr-4,RIFAMYCIN,RIFAMYCIN
arr,NAD(+)--rifampin ADP-ribosyltransferase Arr-5,RIFAMYCIN,RIFAMYCIN
arr,NAD(+)--rifampin ADP-ribosyltransferase Arr-7,RIFAMYCIN,RIFAMYCIN
