BioSample	Isolate	Organism group	amikacin	amoxicillin	amoxicillin-clavulanic acid	amphotericin B	ampicillin	ampicillin-sulbactam	anidulafungin	apramycin	avilamycin	azithromycin	aztreonam	benzylpenicillin	capreomycin	carbenicillin	caspofungin	cefaclor	cefalexin	cefalotin	cefamandole	cefazolin	cefepime	cefiderocol	cefixime	cefmetazole	cefotaxime	cefotaxime-clavulanic acid	cefotetan	cefovecin	cefoxitin	cefpodoxime	ceftaroline	ceftazidime	ceftazidime-avibactam	ceftazidime-clavulanic acid	ceftiofur	ceftolozane-tazobactam	ceftriaxone	cefuroxime	cephalexin	cephalothin	chloramphenicol	chlortetracycline	ciprofloxacin	clarithromycin	clindamycin	colistin	cycloserine	danofloxacin	daptomycin	delafloxacin	dicloxacillin	doripenem	doxycycline	enrofloxacin	ertapenem	erythromycin	ethambutol	ethionamide	fidaxomicin	florfenicol	fluconazole	flucytosine	fosfomycin	fusidic acid	gentamicin	imipenem	imipenem-relebactam	isavuconazole	isoniazid	itraconazole	kanamycin	levofloxacin	linezolid	meropenem	meropenem-vaborbactam	metronidazole	micafungin	minocycline	moxifloxacin	mupirocin	nalidixic acid	neomycin	netilmicin	nitrofurantoin	norfloxacin	ofloxacin	oxacillin	oxytetracycline	pefloxacin	penicillin	piperacillin	piperacillin-tazobactam	polymyxin B	posaconazole	pyrazinamide	quinupristin	quinupristin-dalfopristin	rifampin	spectinomycin	streptomycin	sulfamethoxazole	sulfisoxazole	synercid	teicoplanin	telithromycin	tetracycline	ticarcillin	tigecycline	tobramycin	trimethoprim	trimethoprim-sulfamethoxazole	vancomycin	voriconazole	zoliflodacin
SAMN34535840	PDT001737479.2	Klebsiella pneumoniae	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible-dose dependent	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35084929	PDT001773547.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible-dose dependent	NA	NA	NA
SAMN35084930	PDT001773546.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA
SAMN35084932	PDT001773538.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible-dose dependent	NA	NA	NA
SAMN35084937	PDT001974793.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible-dose dependent	NA	NA	NA
SAMN35084938	PDT001898118.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible-dose dependent	NA	NA	NA
SAMN35084940	PDT001773534.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible-dose dependent	NA	NA	NA
SAMN35084941	PDT001773531.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible-dose dependent	NA	NA	NA
SAMN35084944	PDT001773543.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA
SAMN35084949	PDT001773536.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible-dose dependent	NA	NA	NA
SAMN35084950	PDT001974792.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible-dose dependent	NA	NA	NA
SAMN35084951	PDT001974791.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible-dose dependent	NA	NA	NA
SAMN35084952	PDT001974790.1	Stenotrophomonas maltophilia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible-dose dependent	NA	NA	NA
SAMN35159565	PDT001744228.2	Klebsiella pneumoniae	susceptible	NA	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159566	PDT001744227.2	Klebsiella pneumoniae	susceptible	NA	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159567	PDT001744171.2	Klebsiella pneumoniae	susceptible	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159568	PDT001744160.2	Klebsiella pneumoniae	susceptible	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159569	PDT001744149.2	Klebsiella oxytoca	susceptible	NA	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	susceptible	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	intermediate	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159570	PDT001744193.2	Klebsiella pneumoniae	susceptible	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159571	PDT001744182.2	Klebsiella pneumoniae	susceptible	NA	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159577	PDT001744206.2	Klebsiella pneumoniae	susceptible	NA	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159578	PDT001744205.1	Klebsiella pneumoniae	susceptible	NA	intermediate	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159579	PDT001744204.2	Klebsiella pneumoniae	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159580	PDT001744203.2	Klebsiella pneumoniae	susceptible	NA	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159581	PDT001744202.2	Klebsiella pneumoniae	resistant	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159582	PDT001744201.2	Klebsiella pneumoniae	susceptible	NA	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159583	PDT001744200.2	Klebsiella oxytoca	susceptible	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	susceptible	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159584	PDT001744199.2	Klebsiella pneumoniae	susceptible	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	intermediate	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	intermediate	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159585	PDT001744170.2	Klebsiella oxytoca	susceptible	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159586	PDT001744169.2	Klebsiella pneumoniae	susceptible	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	susceptible	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159587	PDT001744168.2	Klebsiella pneumoniae	susceptible	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	susceptible	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159588	PDT001744167.1	Klebsiella pneumoniae	susceptible	NA	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	susceptible	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159589	PDT001744166.2	Klebsiella pneumoniae	susceptible	NA	susceptible	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN35159590	PDT001744165.2	Klebsiella pneumoniae	susceptible	NA	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	susceptible	resistant	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	susceptible	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
